time,latitude,longitude,depth,mag,place
2022-09-11T20:14:31.855Z,-2.3763,138.1658,32.877,4.3,"267 km ESE of Biak, Indonesia"
2022-09-11T22:47:45.878Z,-21.8058,-68.3967,117.408,4.3,"90 km NE of Calama, Chile"
2022-09-11T23:57:23.605Z,-20.5019,-64.1013,10.0,4.6,"79 km S of Monteagudo, Bolivia"
2022-09-12T04:30:03.413Z,-0.7088,-81.2075,10.0,4.1,"61 km WNW of Manta, Ecuador"
2022-09-12T05:28:30.200Z,-5.7463,154.5639,100.915,4.1,"119 km WNW of Panguna, Papua New Guinea"
2022-09-12T08:20:11.868Z,-40.8605,-90.1061,10.0,4.6,West Chile Rise
2022-09-12T09:57:15.674Z,-8.1152,115.0555,178.1,4.4,"3 km W of Singaraja, Indonesia"
2022-09-12T13:33:00.092Z,-4.3332,152.7341,57.786,4.8,"New Britain region, Papua New Guinea"
2022-09-12T14:52:44.451Z,-21.8009,-177.9471,377.046,4.0,"292 km WSW of Haveluloto, Tonga"
2022-09-12T15:00:10.470Z,-6.2806,146.3107,93.277,5.0,"49 km E of Kainantu, Papua New Guinea"
2022-09-12T16:27:43.975Z,-20.5353,-11.6176,10.0,4.6,
2022-09-12T16:29:27.939Z,-20.4973,-11.6302,10.0,4.8,
2022-09-12T16:38:20.641Z,-28.2655,62.6819,10.0,4.9,Southwest Indian Ridge
2022-09-12T16:50:37.926Z,-16.369,-173.1563,10.0,4.6,"82 km SE of Hihifo, Tonga"
2022-09-12T18:56:25.676Z,-19.124,-177.5029,570.002,4.4,Fiji region
2022-09-12T19:50:31.708Z,-2.3975,138.131,10.0,4.8,"264 km ESE of Biak, Indonesia"
2022-09-12T20:41:48.114Z,-1.9743,139.045,29.885,4.2,"189 km WNW of Abepura, Indonesia"
2022-09-12T20:42:44.615Z,-21.9409,170.0373,10.0,4.3,"227 km E of Tadine, New Caledonia"
2022-09-12T21:37:12.808Z,-9.8593,118.6419,67.889,4.1,"147 km S of Dompu, Indonesia"
2022-09-12T21:51:28.384Z,-62.9059,-157.6211,10.0,4.3,Pacific-Antarctic Ridge
2022-09-12T23:04:53.757Z,-2.8625,35.9753,10.0,4.6,"55 km NNE of Mto wa Mbu, Tanzania"
2022-09-12T23:26:58.631Z,-20.4496,-11.6747,10.0,4.9,southern Mid-Atlantic Ridge
2022-09-12T23:38:23.841Z,-22.2962,-68.6852,108.912,4.4,"30 km NE of Calama, Chile"
2022-09-12T23:41:52.990Z,-20.5124,-11.657,10.0,4.6,southern Mid-Atlantic Ridge
2022-09-13T00:22:02.925Z,-6.1693,146.5582,109.905,4.3,"77 km E of Kainantu, Papua New Guinea"
2022-09-13T01:09:20.279Z,-1.82,138.9137,29.589,4.6,"209 km WNW of Abepura, Indonesia"
2022-09-13T01:44:14.878Z,-6.3007,146.7159,99.359,4.4,"56 km NNW of Lae, Papua New Guinea"
2022-09-13T02:08:31.254Z,-22.326,-68.6662,106.16,4.3,"30 km ENE of Calama, Chile"
2022-09-13T02:15:34.856Z,-58.6065,-15.9633,10.0,4.6,east of the South Sandwich Islands
2022-09-13T02:42:59.941Z,-2.381,138.1949,33.486,4.2,"270 km ESE of Biak, Indonesia"
2022-09-13T03:16:47.638Z,-6.1671,146.8209,79.225,4.2,"64 km NNW of Lae, Papua New Guinea"
2022-09-13T03:22:54.783Z,-14.3125,-76.2825,25.304,4.3,"49 km S of Paracas, Peru"
2022-09-13T03:36:17.435Z,-5.0977,111.5313,10.0,4.4,"168 km NNE of Tayu, Indonesia"
2022-09-13T03:38:53.652Z,-58.6254,-16.1775,10.0,5.0,east of the South Sandwich Islands
2022-09-13T03:51:10.031Z,-58.5759,-15.9809,10.0,4.4,east of the South Sandwich Islands
2022-09-13T03:57:13.189Z,-20.4385,-11.8256,10.0,4.4,southern Mid-Atlantic Ridge
2022-09-13T09:05:07.027Z,-22.8864,-178.5951,406.235,4.9,south of the Fiji Islands
2022-09-13T09:31:44.279Z,-5.5597,124.8978,10.0,4.7,"272 km ESE of Katabu, Indonesia"
2022-09-13T11:18:03.156Z,-5.5784,104.241,92.148,4.9,"109 km SW of Kotabumi, Indonesia"
2022-09-13T13:07:42.772Z,-11.7071,117.1821,10.0,4.3,"south of Sumbawa, Indonesia"
2022-09-13T14:22:40.594Z,-21.9405,-177.6913,390.965,4.2,
2022-09-13T15:41:10.142Z,-56.3679,-25.469,10.0,4.7,
2022-09-13T16:01:08.608Z,-22.8801,-65.8608,348.211,4.3,"24 km SW of Abra Pampa, Argentina"
2022-09-13T17:21:54.989Z,-24.2126,-66.9629,171.771,4.7,"65 km W of San Antonio de los Cobres, Argentina"
2022-09-13T17:36:57.634Z,-4.5846,125.188,465.293,4.3,"298 km E of Katabu, Indonesia"
2022-09-13T18:32:13.599Z,-19.8651,-11.7303,10.0,4.4,southern Mid-Atlantic Ridge
2022-09-13T18:34:39.016Z,-20.432,-11.7201,10.0,5.1,southern Mid-Atlantic Ridge
2022-09-13T19:57:26.919Z,-24.0192,-70.3416,51.251,4.3,"40 km S of Antofagasta, Chile"
2022-09-13T20:32:45.212Z,-56.5436,-25.5231,25.16,5.0,South Sandwich Islands region
2022-09-13T20:43:56.901Z,-1.8912,139.0572,28.562,4.4,"191 km WNW of Abepura, Indonesia"
2022-09-13T21:57:20.980Z,-10.3386,161.4249,77.297,4.6,Solomon Islands
2022-09-13T22:35:54.123Z,-6.4065,150.5776,10.0,4.1,"106 km SSE of Kimbe, Papua New Guinea"
2022-09-13T23:11:43.441Z,-6.232,146.3159,90.141,4.4,"50 km E of Kainantu, Papua New Guinea"
2022-09-13T23:52:43.823Z,-20.6976,-177.7608,453.354,4.7,"269 km W of Haveluloto, Tonga"
2022-09-14T02:51:16.964Z,-6.0274,146.5702,76.488,4.2,"83 km ENE of Kainantu, Papua New Guinea"
2022-09-14T03:34:15.200Z,-23.0215,-70.6036,36.628,4.5,"73 km NNW of Antofagasta, Chile"
2022-09-14T04:39:56.651Z,-20.6912,-11.5873,10.0,4.7,southern Mid-Atlantic Ridge
2022-09-14T05:08:04.233Z,-16.9035,-168.7398,8.0,5.8,Samoa Islands region
2022-09-14T09:36:00.939Z,-5.21,145.9927,139.998,4.3,"22 km E of Madang, Papua New Guinea"
2022-09-14T11:04:06.558Z,-21.1909,170.2666,137.0,7.0,"209 km SSE of Isangel, Vanuatu"
2022-09-14T13:01:25.248Z,-59.8265,-26.8304,10.0,4.5,South Sandwich Islands region
2022-09-14T13:22:28.702Z,-2.2267,138.1579,10.0,4.2,"258 km ESE of Biak, Indonesia"
2022-09-14T13:39:04.720Z,-43.1401,90.7247,10.0,4.6,southeast Indian Ridge
2022-09-14T16:19:38.449Z,-12.331,167.0738,221.665,4.6,"178 km NNW of Sola, Vanuatu"
2022-09-14T17:36:43.929Z,-29.4503,-178.7027,208.883,4.5,"Kermadec Islands, New Zealand"
2022-09-14T20:47:56.044Z,-9.7353,27.8158,10.0,4.4,"109 km WSW of Nchelenge, Zambia"
2022-09-14T22:41:13.931Z,-30.6451,-71.3278,55.103,4.7,"13 km WSW of Ovalle, Chile"
2022-09-15T00:45:29.641Z,-4.8573,27.6805,7.888,4.6,"95 km NE of Kongolo, Democratic Republic of the Congo"
2022-09-15T02:34:15.409Z,-12.4755,166.5451,75.298,4.6,"189 km NW of Sola, Vanuatu"
2022-09-15T03:07:53.589Z,-24.0056,-66.8794,195.538,4.2,
2022-09-15T03:44:41.403Z,-18.7095,-175.5957,259.522,4.7,"170 km W of Neiafu, Tonga"
2022-09-15T03:50:46.835Z,-25.4614,-179.9964,503.319,4.0,south of the Fiji Islands
2022-09-15T06:45:16.664Z,-5.304,147.0434,209.745,4.1,
2022-09-15T06:56:42.990Z,-4.7847,153.731,10.018,4.6,"169 km ESE of Kokopo, Papua New Guinea"
2022-09-15T08:23:41.834Z,-17.9096,-178.2416,593.276,4.0,"259 km E of Levuka, Fiji"
2022-09-15T08:45:50.037Z,-20.5133,-11.755,10.0,4.6,southern Mid-Atlantic Ridge
2022-09-15T10:49:18.914Z,-2.2825,138.2318,30.907,4.1,"268 km ESE of Biak, Indonesia"
2022-09-15T15:24:48.972Z,-2.0533,99.6071,19.034,4.8,"147 km SW of Padang, Indonesia"
2022-09-15T16:19:08.687Z,-18.1732,-178.1784,548.621,4.2,"265 km E of Levuka, Fiji"
2022-09-15T16:27:29.219Z,-21.1339,-177.7397,433.189,4.4,"262 km W of Haveluloto, Tonga"
2022-09-15T19:29:40.903Z,-30.6147,-71.4276,50.837,4.3,"21 km W of Ovalle, Chile"
2022-09-15T23:06:38.844Z,-23.4551,-66.9055,239.092,4.0,"103 km NW of San Antonio de los Cobres, Argentina"
2022-09-16T00:28:28.893Z,-24.3359,-179.9883,511.657,4.2,south of the Fiji Islands
2022-09-16T03:02:44.801Z,-20.2941,-70.378,33.011,3.7,"25 km WSW of Iquique, Chile"
2022-09-16T08:17:02.647Z,-0.0155,124.4445,67.564,4.5,"152 km SSW of Tomohon, Indonesia"
2022-09-16T10:44:33.852Z,-17.6627,-178.594,560.497,4.1,"225 km ENE of Levuka, Fiji"
2022-09-16T11:16:31.241Z,-17.41,167.5452,10.0,4.6,"89 km WNW of Port-Vila, Vanuatu"
2022-09-16T14:12:59.666Z,-19.9726,-70.1109,51.06,4.2,"26 km N of Iquique, Chile"
2022-09-16T15:39:47.255Z,-5.9545,145.4861,100.289,4.9,"18 km NE of Goroka, Papua New Guinea"
2022-09-16T15:50:51.064Z,-10.8364,162.4145,95.788,4.5,Solomon Islands
2022-09-16T16:18:31.075Z,-5.4355,148.1501,9.591,5.1,"128 km NNE of Finschhafen, Papua New Guinea"
2022-09-16T17:10:56.013Z,-6.3858,149.1695,66.203,4.2,"46 km WSW of Kandrian, Papua New Guinea"
2022-09-16T17:22:32.123Z,-21.7914,-176.524,167.339,4.6,"153 km WSW of Haveluloto, Tonga"
2022-09-16T18:01:56.451Z,-17.7193,-178.6773,546.569,4.2,"216 km E of Levuka, Fiji"
2022-09-16T18:55:35.474Z,-14.995,-75.8891,26.342,4.5,"80 km WSW of Changuillo, Peru"
2022-09-16T19:24:24.848Z,-22.2451,-67.6762,172.195,4.0,"91 km NE of San Pedro de Atacama, Chile"
2022-09-16T19:51:06.729Z,-8.1795,123.9495,167.823,4.3,"122 km NNW of Pante Makasar, Timor Leste"
2022-09-16T19:59:11.230Z,-18.6713,-175.4948,205.212,4.2,"159 km W of Neiafu, Tonga"
2022-09-16T21:50:29.368Z,-6.0065,130.218,111.572,4.4,Banda Sea
2022-09-16T22:34:47.695Z,-17.6623,-178.7357,598.984,4.2,"211 km ENE of Levuka, Fiji"
2022-09-16T23:34:31.024Z,-54.2663,-136.0858,10.0,4.8,Pacific-Antarctic Ridge
2022-09-16T23:58:17.087Z,-22.2506,171.0023,45.0,5.5,
2022-09-17T00:06:58.759Z,-30.0556,-177.901,30.747,5.0,
2022-09-17T00:57:22.958Z,-23.445,-114.8983,10.0,4.9,Easter Island region
2022-09-17T01:21:29.121Z,-20.399,-11.7095,10.0,4.5,southern Mid-Atlantic Ridge
2022-09-17T01:22:38.128Z,-20.489,-11.9419,10.0,4.6,southern Mid-Atlantic Ridge
2022-09-17T02:17:19.704Z,-2.8261,129.6046,10.0,4.4,"94 km NE of Amahai, Indonesia"
2022-09-17T02:59:17.195Z,-22.9247,172.6622,10.0,4.5,southeast of the Loyalty Islands
2022-09-17T03:17:57.118Z,-20.8262,-178.666,588.623,4.4,Fiji region
2022-09-17T03:53:39.167Z,-21.0741,-69.0383,117.756,4.2,
2022-09-17T04:43:13.157Z,-28.1003,74.3889,10.0,4.9,Mid-Indian Ridge
2022-09-17T05:25:55.820Z,-52.7495,25.7046,10.0,5.2,south of Africa
2022-09-17T06:24:59.047Z,-7.16,105.1422,24.613,5.0,"115 km SW of Labuan, Indonesia"
2022-09-17T08:32:48.860Z,-21.1653,170.1157,147.692,4.3,"199 km SSE of Isangel, Vanuatu"
2022-09-17T10:50:44.730Z,-18.4638,-69.8509,121.407,4.4,"47 km E of Arica, Chile"
2022-09-17T12:32:32.359Z,-7.7016,117.425,285.706,4.4,Bali Sea
2022-09-17T13:42:37.629Z,-20.1839,-69.1648,96.292,4.6,"103 km E of Iquique, Chile"
2022-09-17T15:05:02.020Z,-20.1765,-69.1793,101.054,4.5,"101 km E of Iquique, Chile"
2022-09-17T18:21:46.259Z,-16.0882,-72.3247,90.541,4.1,"33 km NNW of El Pedregal, Peru"
2022-09-17T22:29:07.910Z,-55.9151,-26.8528,35.0,4.4,
2022-09-17T23:10:07.719Z,-13.2611,167.1041,205.825,4.2,"83 km NW of Sola, Vanuatu"
2022-09-17T23:29:46.109Z,-4.7432,153.9445,218.088,4.8,"191 km ESE of Kokopo, Papua New Guinea"
2022-09-18T00:25:13.187Z,-20.5808,-11.6476,10.0,4.5,southern Mid-Atlantic Ridge
2022-09-18T00:26:33.859Z,-20.5252,-11.7367,10.0,5.0,southern Mid-Atlantic Ridge
2022-09-18T01:26:16.202Z,-4.8179,129.199,189.379,4.1,"166 km S of Amahai, Indonesia"
2022-09-18T02:25:01.029Z,-11.409,66.3827,10.0,4.5,Mid-Indian Ridge
2022-09-18T03:53:02.984Z,-24.3645,-176.6748,10.0,4.5,
2022-09-18T09:41:45.809Z,-10.7758,164.2895,10.0,5.7,"165 km W of Lata, Solomon Islands"
2022-09-18T13:41:59.980Z,-23.5384,-179.6828,512.943,4.4,south of the Fiji Islands
2022-09-18T16:06:17.766Z,-20.2798,-12.105,10.0,4.6,southern Mid-Atlantic Ridge
2022-09-18T18:20:56.455Z,-21.1006,-68.5266,132.362,4.4,Chile-Bolivia border region
2022-09-18T19:07:47.646Z,-6.2444,146.2528,97.258,4.4,"43 km E of Kainantu, Papua New Guinea"
2022-09-18T20:05:14.324Z,-4.5312,124.0754,9.865,4.7,"178 km ENE of Katabu, Indonesia"
2022-09-18T20:26:36.158Z,-27.3096,73.1793,10.0,4.6,Mid-Indian Ridge
2022-09-18T23:01:26.518Z,-58.2369,-24.8408,10.0,4.3,South Sandwich Islands region
2022-09-19T04:29:05.115Z,-5.442,146.6241,157.853,5.4,"95 km ESE of Madang, Papua New Guinea"
2022-09-19T04:49:14.670Z,-56.5994,-26.5297,65.005,4.6,
2022-09-19T09:26:19.803Z,-18.0516,-178.2545,627.19,4.3,"257 km E of Levuka, Fiji"
2022-09-19T11:13:22.852Z,-55.1785,-35.926,9.185,4.6,South Georgia Island region
2022-09-19T11:40:59.632Z,-59.0628,-25.1737,10.0,4.3,South Sandwich Islands region
2022-09-19T11:56:12.098Z,-35.1243,179.616,35.0,4.4,
2022-09-19T12:20:14.838Z,-14.0307,170.8781,630.324,4.3,Vanuatu region
2022-09-19T12:59:14.486Z,-22.263,-68.687,124.831,4.5,"Antofagasta, Chile"
2022-09-19T13:32:17.070Z,-6.1763,147.965,61.619,4.4,"eastern New Guinea region, Papua New Guinea"
2022-09-19T15:08:05.177Z,-16.7131,-178.5554,570.347,4.1,
2022-09-19T15:09:10.913Z,-10.4287,-78.4725,66.068,4.4,"53 km SW of Huarmey, Peru"
2022-09-19T16:30:58.906Z,-17.7301,-178.6764,550.699,4.3,"215 km E of Levuka, Fiji"
2022-09-19T16:37:04.457Z,-7.7489,109.6693,114.824,4.2,"23 km SE of Gombong, Indonesia"
2022-09-19T16:42:57.380Z,-36.9187,78.3274,10.0,5.9,
2022-09-19T17:29:39.030Z,-5.653,146.2039,93.188,4.5,"66 km SE of Madang, Papua New Guinea"
2022-09-19T17:30:33.754Z,-13.9671,167.2601,188.912,4.4,"33 km WSW of Sola, Vanuatu"
2022-09-19T17:53:44.690Z,-36.8729,78.5789,10.0,5.3,Mid-Indian Ridge
2022-09-19T19:16:25.617Z,-5.5141,102.8814,37.543,4.2,"169 km SSW of Pagar Alam, Indonesia"
2022-09-19T20:04:43.513Z,-6.6503,155.2471,97.121,4.9,
2022-09-19T23:34:27.022Z,-8.066,119.7559,178.086,4.3,
2022-09-19T23:55:20.485Z,-33.3629,-71.7168,35.0,4.0,near the coast of central Chile
2022-09-20T03:09:54.887Z,-22.9414,-66.3387,256.006,4.2,"70 km WSW of Abra Pampa, Argentina"
2022-09-20T04:22:48.962Z,-15.5008,168.0032,15.778,5.1,"90 km NE of Norsup, Vanuatu"
2022-09-20T04:28:55.789Z,-15.5655,168.2157,10.0,4.5,"103 km ENE of Norsup, Vanuatu"
2022-09-20T04:37:10.059Z,-21.9745,-68.6053,113.397,4.2,Chile-Bolivia border region
2022-09-20T06:09:49.206Z,-33.2569,78.2954,10.0,4.7,Mid-Indian Ridge
2022-09-20T06:52:33.952Z,-0.031,123.3054,146.362,4.4,
2022-09-20T07:04:46.118Z,-0.1061,129.8526,19.083,4.4,"178 km WNW of Sorong, Indonesia"
2022-09-20T07:05:54.489Z,-33.3203,-179.5913,9.595,5.0,south of the Kermadec Islands
2022-09-20T09:17:33.114Z,-0.0079,129.9054,10.0,4.0,"179 km WNW of Sorong, Indonesia"
2022-09-20T09:26:38.772Z,-18.3615,-178.0102,462.079,4.4,"284 km E of Levuka, Fiji"
2022-09-20T10:01:22.983Z,-22.2878,-67.5489,179.96,4.4,"96 km NE of San Pedro de Atacama, Chile"
2022-09-20T10:23:19.395Z,-58.4826,-25.0986,30.429,4.3,South Sandwich Islands region
2022-09-20T11:03:23.976Z,-33.1031,78.1357,10.0,4.7,Mid-Indian Ridge
2022-09-20T13:06:07.337Z,-24.1747,-66.9717,219.28,3.8,"66 km W of San Antonio de los Cobres, Argentina"
2022-09-20T13:18:10.037Z,-12.3053,166.7357,182.979,4.3,Santa Cruz Islands
2022-09-20T13:46:20.628Z,-34.712,-179.2271,10.0,4.8,south of the Kermadec Islands
2022-09-20T14:24:18.725Z,-34.6512,-179.2283,10.0,4.2,south of the Kermadec Islands
2022-09-20T15:02:56.873Z,-20.0849,-178.6893,638.038,4.2,Fiji region
2022-09-20T15:53:54.042Z,-33.1781,78.1665,10.0,4.5,Mid-Indian Ridge
2022-09-20T16:18:06.449Z,-2.8492,126.9591,35.0,4.3,"165 km NW of Ambon, Indonesia"
2022-09-20T17:10:54.327Z,-27.76,-178.9947,356.875,4.5,
2022-09-20T17:33:40.713Z,-34.6874,-179.1994,10.0,4.6,south of the Kermadec Islands
2022-09-20T18:49:18.641Z,-55.6739,-27.3657,39.796,5.0,South Sandwich Islands region
2022-09-20T20:33:38.562Z,-7.4326,128.2861,163.895,4.0,"186 km NE of Lospalos, Timor Leste"
2022-09-20T22:25:01.390Z,-1.1959,98.5697,19.227,5.0,"183 km WSW of Pariaman, Indonesia"
2022-09-20T23:54:56.533Z,-34.7705,-179.2158,10.0,4.3,south of the Kermadec Islands
2022-09-21T00:50:17.721Z,-2.9346,126.862,57.878,4.1,"169 km WNW of Ambon, Indonesia"
2022-09-21T01:38:23.077Z,-6.9522,126.6772,377.292,4.1,"170 km N of Baukau, Timor Leste"
2022-09-21T01:47:13.800Z,-21.4962,-178.9179,564.382,4.0,
2022-09-21T02:06:56.988Z,-52.5212,27.3214,10.0,4.4,
2022-09-21T02:34:11.608Z,-23.6233,-68.987,105.717,4.3,"112 km SW of San Pedro de Atacama, Chile"
2022-09-21T02:50:13.507Z,-33.2031,78.0897,10.0,4.9,Mid-Indian Ridge
2022-09-21T02:50:45.631Z,-0.8907,-21.5087,10.0,4.6,central Mid-Atlantic Ridge
2022-09-21T03:01:09.871Z,-33.1685,78.1846,10.0,4.8,Mid-Indian Ridge
2022-09-21T03:03:35.728Z,-33.195,78.1598,10.0,4.5,Mid-Indian Ridge
2022-09-21T07:06:35.700Z,-18.9766,167.3883,10.0,5.0,Vanuatu
2022-09-21T09:30:47.228Z,-5.49,147.0059,191.0,5.7,"136 km N of Lae, Papua New Guinea"
2022-09-21T11:57:51.761Z,-6.0609,131.0137,60.969,5.0,"198 km WSW of Tual, Indonesia"
2022-09-21T15:49:40.972Z,-6.0736,147.4272,67.187,4.8,"70 km NW of Finschhafen, Papua New Guinea"
2022-09-21T16:27:00.070Z,-34.6926,-179.068,10.0,4.4,south of the Kermadec Islands
2022-09-21T17:27:22.020Z,-49.8593,110.8341,10.0,4.4,southeast Indian Ridge
2022-09-21T18:49:05.366Z,-19.0123,-177.4742,600.784,4.2,Fiji region
2022-09-21T19:41:11.124Z,-11.4315,119.2162,10.0,4.3,"south of Sumba, Indonesia"
2022-09-21T19:42:07.433Z,-20.114,-69.0435,110.498,4.2,"116 km E of Iquique, Chile"
2022-09-21T19:52:39.157Z,-33.1533,78.199,10.0,4.4,
2022-09-21T21:50:36.849Z,-2.1337,138.9527,33.126,4.4,"193 km WNW of Abepura, Indonesia"
2022-09-21T22:36:37.371Z,-13.2349,167.086,205.983,4.3,"87 km NW of Sola, Vanuatu"
2022-09-21T23:27:07.888Z,-34.7109,-179.1456,10.0,4.5,south of the Kermadec Islands
2022-09-21T23:59:37.286Z,-9.555,119.6012,84.179,4.3,"Sumba region, Indonesia"
2022-09-22T03:33:50.425Z,-24.0762,-66.8931,217.536,4.2,"60 km WNW of San Antonio de los Cobres, Argentina"
2022-09-22T03:35:00.109Z,-16.3754,-74.1282,35.0,4.0,"57 km WSW of Atico, Peru"
2022-09-22T04:06:48.341Z,-22.4479,-67.6407,192.567,4.4,Chile-Bolivia border region
2022-09-22T04:16:03.382Z,-24.1597,-179.6841,490.876,4.1,
2022-09-22T04:28:17.153Z,-36.7554,177.0572,252.835,4.0,"111 km ENE of Tairua, New Zealand"
2022-09-22T06:01:31.654Z,-3.1843,141.9506,32.173,4.1,"44 km W of Aitape, Papua New Guinea"
2022-09-22T07:32:08.125Z,-21.3909,-66.5596,236.836,4.3,"61 km SW of Atocha, Bolivia"
2022-09-22T09:06:22.753Z,-20.9296,-179.0253,626.716,4.1,Fiji region
2022-09-22T09:07:05.023Z,-40.7221,174.1117,70.221,5.2,"63 km N of Picton, New Zealand"
2022-09-22T15:10:58.695Z,-24.9875,-68.7483,106.299,4.0,"179 km NW of Antofagasta de la Sierra, Argentina"
2022-09-22T16:16:03.121Z,-20.5281,-178.2953,560.998,4.0,Fiji region
2022-09-22T16:18:52.834Z,-14.9441,-173.5332,24.888,5.2,"115 km NNE of Hihifo, Tonga"
2022-09-22T16:47:30.105Z,-24.6807,-68.6292,102.867,4.2,"196 km NW of Antofagasta de la Sierra, Argentina"
2022-09-22T17:39:31.198Z,-15.6036,-75.5366,10.0,4.3,"48 km WSW of San Juan, Peru"
2022-09-22T19:22:07.145Z,-6.3656,147.1313,53.828,4.4,"42 km NNE of Lae, Papua New Guinea"
2022-09-22T20:31:23.918Z,-20.0674,-177.8987,561.3,4.5,Fiji region
2022-09-22T21:08:05.608Z,-27.3514,-67.1724,140.922,4.2,"26 km NW of La Puerta de San José, Argentina"
2022-09-22T21:17:08.224Z,-33.0691,78.0205,10.0,4.6,
2022-09-22T22:17:35.771Z,-9.781,112.9219,35.0,4.3,"172 km SSW of Kencong, Indonesia"
2022-09-22T22:38:16.129Z,-23.2699,-179.6916,539.778,4.2,south of the Fiji Islands
2022-09-22T23:10:06.479Z,-8.7481,-80.2239,21.046,4.2,"139 km SW of Santiago de Cao, Peru"
2022-09-23T00:28:39.770Z,-21.9394,-68.8544,117.938,4.5,Chile-Bolivia border region
2022-09-23T00:50:12.446Z,-60.3391,-28.6298,10.0,4.8,South Sandwich Islands region
2022-09-23T01:18:39.085Z,-34.7141,-178.8794,10.0,4.5,south of the Kermadec Islands
2022-09-23T01:39:24.689Z,-18.5218,-72.0669,21.24,4.5,"123 km SW of Pacocha, Peru"
2022-09-23T03:05:34.722Z,-8.5894,119.2589,129.819,4.5,"25 km W of Komodo, Indonesia"
2022-09-23T04:31:00.518Z,-18.0944,-178.1804,561.06,4.1,"264 km E of Levuka, Fiji"
2022-09-23T07:04:15.441Z,-59.0431,-25.8579,50.946,4.6,South Sandwich Islands region
2022-09-23T07:19:15.398Z,-7.6657,127.5949,169.895,4.4,"Kepulauan Barat Daya, Indonesia"
2022-09-23T07:33:37.440Z,-55.3771,-28.751,41.617,4.5,South Sandwich Islands region
2022-09-23T07:49:15.858Z,-23.4424,-67.4897,141.184,4.6,"93 km SE of San Pedro de Atacama, Chile"
2022-09-23T10:01:21.531Z,-23.9814,-67.2257,210.494,4.4,"95 km WNW of San Antonio de los Cobres, Argentina"
2022-09-23T11:07:31.046Z,-18.0293,-175.4469,231.403,4.3,"169 km WNW of Neiafu, Tonga"
2022-09-23T12:34:27.044Z,-5.9933,148.6875,77.413,5.4,"98 km WNW of Kandrian, Papua New Guinea"
2022-09-23T15:22:36.715Z,-5.9958,153.6245,10.0,4.7,"208 km W of Panguna, Papua New Guinea"
2022-09-23T16:06:05.077Z,-13.1701,167.1798,216.635,4.8,"87 km NNW of Sola, Vanuatu"
2022-09-23T16:08:06.743Z,-54.6797,-131.5749,10.0,4.7,
2022-09-23T16:45:49.949Z,-6.151,153.8477,10.0,4.7,"182 km W of Panguna, Papua New Guinea"
2022-09-23T17:30:29.255Z,-6.1437,149.0861,63.684,4.3,"51 km W of Kandrian, Papua New Guinea"
2022-09-23T17:48:17.461Z,-22.2017,-66.1351,271.383,4.0,"56 km W of La Quiaca, Argentina"
2022-09-23T17:58:57.783Z,-8.5461,-80.1195,27.777,4.6,"116 km WSW of Santiago de Cao, Peru"
2022-09-23T19:03:00.846Z,-21.3975,-179.2932,603.973,5.4,Fiji region
2022-09-23T20:17:05.755Z,-28.9887,-71.5384,33.313,4.6,"88 km WSW of Vallenar, Chile"
2022-09-23T20:51:24.602Z,-5.1549,125.5674,10.0,5.2,Banda Sea
2022-09-23T21:06:20.567Z,-5.2928,125.76,10.364,4.4,Banda Sea
2022-09-23T21:08:51.908Z,-5.3135,125.5474,9.446,4.2,Banda Sea
2022-09-23T21:11:50.334Z,-5.2304,125.5654,10.0,4.6,Banda Sea
2022-09-23T21:20:07.700Z,-5.2434,125.6584,10.0,4.7,Banda Sea
2022-09-23T21:52:10.007Z,-5.2253,125.6891,10.0,4.6,Banda Sea
2022-09-23T22:53:26.202Z,-41.3769,-75.5849,10.0,6.1,"157 km WNW of Ancud, Chile"
2022-09-23T23:44:42.527Z,-2.0851,-80.6962,34.121,4.3,"23 km NE of Santa Elena, Ecuador"
2022-09-24T01:14:22.278Z,-34.439,-179.0208,10.0,4.6,south of the Kermadec Islands
2022-09-24T05:31:34.389Z,-18.932,169.3535,250.127,4.4,"67 km N of Isangel, Vanuatu"
2022-09-24T05:32:46.148Z,-6.9014,129.3679,149.625,4.4,Banda Sea
2022-09-24T05:57:44.042Z,-23.966,-66.7486,211.397,4.3,"51 km WNW of San Antonio de los Cobres, Argentina"
2022-09-24T08:02:30.421Z,-33.6572,-72.4951,21.876,4.6,"82 km W of San Antonio, Chile"
2022-09-24T12:16:01.571Z,-18.029,-178.0026,568.539,4.1,"283 km E of Levuka, Fiji"
2022-09-24T12:54:29.627Z,-10.8152,162.2151,52.431,4.6,"51 km SE of Kirakira, Solomon Islands"
2022-09-24T14:02:08.280Z,-24.7462,-179.4313,424.428,4.2,south of the Fiji Islands
2022-09-24T17:00:24.764Z,-20.0472,66.4525,10.0,5.1,Mauritius - Reunion region
2022-09-24T17:19:52.120Z,-7.5005,121.7427,11.362,4.5,"134 km NNW of Maumere, Indonesia"
2022-09-24T19:38:53.215Z,-15.003,166.9812,38.385,5.0,"10 km WNW of Port-Olry, Vanuatu"
2022-09-24T20:32:30.096Z,-9.3953,114.3631,74.072,4.9,"south of Bali, Indonesia"
2022-09-24T21:11:33.199Z,-34.8118,-179.5509,10.0,4.5,south of the Kermadec Islands
2022-09-24T21:45:17.199Z,-59.0189,-25.62,43.703,5.0,South Sandwich Islands region
2022-09-24T21:59:55.236Z,-1.1666,-14.6677,10.0,4.7,
